CIF_NO,MONTH,total_income,total_expense,total_debt_payment,count_income,count_expense,count_debt_payment,net_cashflow,total_transactions
10000191,2025-01,132431000,42498253,8489947,20,92,23,81442800,135
10000191,2025-02,204981000,30938000,9759956,14,33,20,164283044,67
10000191,2025-03,152513000,36996939,1086000,10,71,17,114430061,98
10000191,2025-04,73635000,16570420,2160000,13,68,26,54904580,109
10000191,2025-05,209990937,59185000,6105000,19,67,17,144700937,103
10000191,2025-06,45161000,26830343,1601000,7,56,7,16729657,70
10000192,2025-01,150437000,11382000,707000,17,78,21,138348000,116
10000192,2025-02,146576000,34086930,6632968,12,81,22,105856102,118
10000192,2025-03,82775562,25364171,2011290,6,54,11,55400101,73
10000192,2025-04,144944000,33952219,8723907,13,56,18,102267874,87
10000192,2025-05,65231000,25919783,5358294,3,74,20,33952923,97
10000192,2025-06,141203000,58106196,5171096,15,93,23,77925708,131
10000193,2025-01,28984000,14456000,102000,4,57,6,14426000,67
10000193,2025-02,41053000,7279891,1288000,7,69,13,32485109,89
10000193,2025-03,76417046,29631867,4276000,6,100,24,42509179,131
10000193,2025-04,106627054,12579000,3832000,14,52,15,90216054,81
10000193,2025-05,88671000,11869308,2599000,10,42,16,74202692,68
10000193,2025-06,63821000,7249707,857416,9,55,12,55713877,76
10000194,2025-01,70602000,7367351,528000,9,80,15,62706649,104
10000194,2025-02,136631000,3715000,1236042,11,43,12,131679958,66
10000194,2025-03,162891760,29926652,4885422,17,59,11,128079686,87
10000194,2025-04,69046000,52720123,5393000,10,67,15,10932877,92
10000194,2025-05,180272000,8532070,4032000,18,49,16,167707930,83
10000194,2025-06,38277000,8654259,3171000,6,45,15,26451741,66
10000195,2025-01,64355000,9632000,1104000,5,50,12,53619000,67
10000195,2025-02,98686664,44519138,7975000,11,53,22,46192526,86
10000195,2025-03,186013959,121108152,10820000,17,95,14,54085807,126
10000195,2025-04,207452000,104546699,6312000,15,78,15,96593301,108
10000195,2025-05,118598000,37132659,2565000,11,47,13,78900341,71
10000195,2025-06,194729000,33123850,6007972,16,65,15,155597178,96
10000196,2025-01,86168543,38324592,838000,7,68,5,47005951,81
10000196,2025-02,174366000,86290076,11545104,11,78,13,76530820,102
10000196,2025-03,281483000,79296773,9264632,18,79,17,192921595,114
10000196,2025-04,183898000,40850279,2763000,16,72,15,140284721,103
10000196,2025-05,92537000,25036051,4330000,13,77,22,63170949,112
10000196,2025-06,187984000,114157300,14069236,18,60,20,59757464,98
10000197,2025-01,89612000,63440542,12850000,11,109,34,13321458,154
10000197,2025-02,115851000,23961252,1935417,9,61,17,89954331,87
10000197,2025-03,106692816,25338567,1883166,10,96,22,79471083,128
10000197,2025-04,24544623,15648000,621000,4,55,9,8275623,68
10000197,2025-05,102987051,28751964,4173000,10,75,29,70062087,114
10000197,2025-06,226663000,79354272,10058000,16,96,17,137250728,129
10000198,2025-01,103375000,35692517,5396000,11,90,15,62286483,116
10000198,2025-02,117112000,9048000,911000,8,56,7,107153000,71
10000198,2025-03,96339594,40824918,5833000,12,57,20,49681676,89
10000198,2025-04,165439000,43636884,5581000,16,73,14,116221116,103
10000198,2025-05,106426000,43998819,7243052,8,60,19,55184129,87
10000198,2025-06,303755000,34495000,8834000,18,52,26,260426000,96
10000199,2025-01,124409000,22819097,2913658,16,110,15,98676245,141
10000199,2025-02,51446000,9917000,4472876,3,38,14,37056124,55
10000199,2025-03,171714000,40385262,7184606,12,88,29,124144132,129
10000199,2025-04,163215829,41457253,28092000,16,44,19,93666576,79
10000199,2025-05,78358188,28655129,2466000,8,90,15,47237059,114
10000199,2025-06,92428000,14785718,4728450,9,64,27,72913832,100
10000200,2025-01,113994000,35992909,11332000,13,79,18,66669091,110
10000200,2025-02,159616000,41213573,24035000,15,59,24,94367427,98
10000200,2025-03,139630000,17733378,4830432,12,54,25,117066190,91
10000200,2025-04,105124537,41645801,5480305,10,63,23,57998431,96
10000200,2025-05,48191000,8357961,2401213,6,67,12,37431826,90
10000200,2025-06,36648000,14963000,2794000,8,65,18,18891000,91
10000201,2025-01,61446000,22725000,5137000,9,78,28,33584000,115
10000201,2025-02,49323822,21752000,7047000,11,101,15,20524822,127
10000201,2025-03,74826000,6176000,1283000,9,53,14,67367000,76
10000201,2025-04,77762000,9631036,7007000,12,67,18,61123964,97
10000201,2025-05,59295000,5242759,585000,6,62,23,53467241,91
10000201,2025-06,99901488,24275113,4951000,15,58,15,70675375,88
10000202,2025-01,222013000,41525012,2618000,16,88,17,177869988,121
10000202,2025-02,137518940,12226000,269355,14,37,15,125023585,66
10000202,2025-03,61414000,11615466,1601000,5,57,16,48197534,78
10000202,2025-04,48919000,14734672,374000,6,47,10,33810328,63
10000202,2025-05,23348000,4804626,253000,3,55,4,18290374,62
10000202,2025-06,39762000,21326357,2901000,4,100,20,15534643,124
10000203,2025-01,131802000,36667594,4625372,14,77,20,90509034,111
10000203,2025-02,131185422,19599819,1819000,11,73,13,109766603,97
10000203,2025-03,78847000,20326000,3119789,8,77,16,55401211,101
10000203,2025-04,111708000,24633013,8907000,13,68,20,78167987,101
10000203,2025-05,105559000,67368425,9453045,11,62,17,28737530,90
10000203,2025-06,171753470,64887722,4790000,14,53,11,102075748,78
10000204,2025-01,157501000,79916201,18439686,16,93,25,59145113,134
10000204,2025-02,138861860,30642722,4741000,13,63,18,103478138,94
10000204,2025-03,272783482,18114000,10173000,22,37,26,244496482,85
10000204,2025-04,61132000,26414616,7923000,10,80,30,26794384,120
10000204,2025-05,199316000,59491598,6869802,22,51,14,132954600,87
10000204,2025-06,269268000,56048711,5704000,20,79,22,207515289,121
10000205,2025-01,129991000,63969819,11068000,9,96,35,54953181,140
10000205,2025-02,166491000,39194046,936600,10,65,7,126360354,82
10000205,2025-03,105650000,43739419,16051000,7,57,21,45859581,85
10000205,2025-04,196436000,26524043,7621492,16,56,21,162290465,93
10000205,2025-05,193257432,75087000,21431064,16,72,16,96739368,104
10000205,2025-06,215649000,11651000,9177000,17,36,23,194821000,76
10000206,2025-01,149288705,83051524,7026751,14,85,15,59210430,114
10000206,2025-02,248390000,4451980,1112477,13,41,17,242825543,71
10000206,2025-03,136606959,13625694,4733000,15,69,29,118248265,113
10000206,2025-04,90439000,39142976,8337000,9,53,25,42959024,87
10000206,2025-05,64623000,25494231,2381026,4,75,21,36747743,100
10000206,2025-06,41855000,20062649,2376912,4,83,14,19415439,101
10000207,2025-01,215170000,78651415,6061300,21,81,16,130457285,118
10000207,2025-02,80032000,14371256,6143000,6,43,20,59517744,69
10000207,2025-03,52531000,4746828,1624000,6,63,16,46160172,85
10000207,2025-04,183899000,21506412,537000,17,81,10,161855588,108
10000207,2025-05,197372074,73019068,6795000,13,59,10,117558006,82
10000207,2025-06,65192000,11607493,2366644,7,63,18,51217863,88
10000208,2025-01,266659000,60398706,5700000,19,79,18,200560294,116
10000208,2025-02,45440000,33328099,5780000,6,71,15,6331901,92
10000208,2025-03,80336000,14949883,1366000,10,64,14,64020117,88
10000208,2025-04,35875000,2307878,1211000,7,33,13,32356122,53
10000208,2025-05,90982000,24809040,4830000,9,70,24,61342960,103
10000208,2025-06,88612000,15904780,1713723,8,62,20,70993497,90
10000209,2025-01,176848232,18110498,2675000,24,74,18,156062734,116
10000209,2025-02,14455000,23372600,5602000,3,62,21,-14519600,86
10000209,2025-03,352735000,82440000,5110000,23,60,13,265185000,96
10000209,2025-04,141526827,20356424,6158000,11,42,14,115012403,67
10000209,2025-05,30174000,13200000,4569000,4,50,13,12405000,67
10000209,2025-06,112303000,38723078,2753363,14,50,11,70826559,75
10000210,2025-01,108362000,7635443,3329806,12,48,16,97396751,76
10000210,2025-02,81756000,69364407,8856000,9,87,16,3535593,112
10000210,2025-03,98914707,33175000,18400926,10,74,32,47338781,116
10000210,2025-04,131869000,29411000,2301000,13,74,19,100157000,106
10000210,2025-05,129463000,23607341,3574482,12,88,16,102281177,116
10000210,2025-06,103945000,34883750,19444690,10,73,21,49616560,104
10000211,2025-01,77853000,39457000,10895000,7,62,23,27501000,92
10000211,2025-02,64242000,19005218,4223000,12,80,32,41013782,124
10000211,2025-03,36279000,34524163,3691000,7,97,19,-1936163,123
10000211,2025-04,64406000,8253000,2367000,8,53,23,53786000,84
10000211,2025-05,100983000,24808000,3890000,10,73,12,72285000,97
10000211,2025-06,136522609,10342168,3759810,9,79,15,122420631,103
10000212,2025-01,51968252,38927456,7449660,10,100,35,5591136,145
10000212,2025-02,182168000,55657426,6188357,16,55,13,120322217,84
10000212,2025-03,305167166,46254571,8960000,25,84,21,249952595,130
10000212,2025-04,120714565,11476176,1734000,12,45,12,107504389,69
10000212,2025-05,35527000,14261228,1641000,3,59,9,19624772,71
10000212,2025-06,95826000,37741888,4175000,7,59,9,53909112,75
10000213,2025-01,75840000,17951000,2542000,6,72,17,55347000,95
10000213,2025-02,85527000,29401105,4169000,10,53,16,51956895,79
10000213,2025-03,80850000,10758036,1659871,6,69,22,68432093,97
10000213,2025-04,139090000,63372871,16285000,14,60,18,59432129,92
10000213,2025-05,127199836,19837459,6083000,9,56,18,101279377,83
10000213,2025-06,139740000,108802000,7604863,14,104,13,23333137,131
10000214,2025-01,185380000,92351571,13675431,19,64,14,79352998,97
10000214,2025-02,93564000,43316026,10550375,10,49,16,39697599,75
10000214,2025-03,39763393,12157919,1356417,6,44,7,26249057,57
10000214,2025-04,122345000,38135000,7392831,10,62,23,76817169,95
10000214,2025-05,103130000,6547516,3594000,11,54,14,92988484,79
10000214,2025-06,70279000,17750457,2927000,6,89,23,49601543,121
10000215,2025-01,230018000,74470299,8823642,24,95,26,146724059,145
10000215,2025-02,56897000,21220958,8069000,7,68,25,27607042,100
10000215,2025-03,87703000,29876734,5438000,6,66,22,52388266,94
10000215,2025-04,141919000,47008125,3602000,20,73,23,91308875,118
10000215,2025-05,21611000,13165483,3848000,4,40,11,4597517,56
10000215,2025-06,214437000,68548094,6548000,20,71,13,139340906,104
10000216,2025-01,169743000,49950039,5159521,17,87,22,114633440,127
10000216,2025-02,223596000,31761000,15844000,18,58,25,175991000,101
10000216,2025-03,64770000,22685356,2803000,5,86,29,39281644,120
10000216,2025-04,124088000,40537220,19315150,13,57,26,64235630,96
10000216,2025-05,76970000,32034158,6340435,9,70,19,38595407,98
10000216,2025-06,88680000,25395320,6913060,7,100,23,56371620,130
10000217,2025-01,71446000,12878704,1837000,7,79,16,56730296,103
10000217,2025-02,162299000,76618721,11082000,14,58,21,74598279,93
10000217,2025-03,228606727,36462000,6116000,18,83,23,186028727,124
10000217,2025-04,43083667,17144706,1386037,6,73,14,24552924,93
10000217,2025-05,145172000,32926496,1383000,12,65,17,110862504,94
10000217,2025-06,91815000,36627000,9551000,13,40,16,45637000,69
10000218,2025-01,111516000,50937000,10987156,14,111,20,49591844,145
10000218,2025-02,86285000,12487370,3674000,8,71,13,70123630,92
10000218,2025-03,36508000,41175000,5414234,7,52,19,-10081234,78
10000218,2025-04,78182000,4903396,1692000,10,55,18,71586604,84
10000218,2025-05,245051000,13977000,7869000,26,27,15,223205000,68
10000218,2025-06,143918000,55660071,18208724,14,86,38,70049205,138
10000219,2025-01,39694000,17286579,2129362,6,88,21,20278059,115
10000219,2025-02,70911000,8512744,944000,6,63,8,61454256,77
10000219,2025-03,79707000,13323000,2122733,11,69,25,64261267,105
10000219,2025-04,73414000,6016199,1878000,7,44,10,65519801,61
10000219,2025-05,218313000,28345567,3632000,14,61,15,186335433,91
10000219,2025-06,107394000,44350402,4683000,16,85,22,58360598,123
10000220,2025-01,173842000,25818000,7763447,15,61,33,140260553,109
10000220,2025-02,98628000,11727194,6731564,8,43,18,80169242,69
10000220,2025-03,80109907,28236420,5305000,9,89,22,46568487,120
10000220,2025-04,88458000,25696000,6702537,8,61,17,56059463,87
10000220,2025-05,108999651,43213054,5276715,9,63,16,60509882,88
10000220,2025-06,113873000,18073384,1820000,15,60,16,93979616,91
10000221,2025-01,67892184,27143316,2163000,12,72,19,38585868,103
10000221,2025-02,106705000,12547710,2336268,9,62,16,91821022,87
10000221,2025-03,203967000,45125817,5507970,17,45,22,153333213,84
10000221,2025-04,44839000,16694851,5699000,5,78,19,22445149,102
10000221,2025-05,97148000,35409816,4801605,7,54,19,56936579,80
10000221,2025-06,195007720,51254163,2402000,13,51,6,141351557,70
10000222,2025-01,83947000,20788159,3230742,10,89,22,59928099,121
10000222,2025-02,121241000,48576778,6866463,11,51,8,65797759,70
10000222,2025-03,136038000,5719847,3453425,17,55,31,126864728,103
10000222,2025-04,203720792,53678326,6358308,17,63,14,143684158,94
10000222,2025-05,131814000,50164784,4944000,11,75,17,76705216,103
10000222,2025-06,90767000,17797000,1706000,15,85,19,71264000,121
10000223,2025-01,111805000,35364548,4938000,12,70,21,71502452,103
10000223,2025-02,149226000,43549022,3112000,17,80,13,102564978,110
10000223,2025-03,90491000,10598828,1418000,9,41,13,78474172,63
10000223,2025-04,197253000,63838774,6638000,20,68,10,126776226,98
10000223,2025-05,156535236,26376106,5296602,12,65,23,124862528,100
10000223,2025-06,51958000,15515742,3571000,8,85,24,32871258,120
10000224,2025-01,156577024,50296923,17629062,13,82,36,88651039,131
10000224,2025-02,82024000,35811004,5047000,23,68,16,41165996,107
10000224,2025-03,135735119,47917214,9284000,12,45,17,78533905,76
10000224,2025-04,60301000,21973890,2975000,6,67,21,35352110,94
10000224,2025-05,141872000,6444561,501000,11,64,8,134926439,84
10000224,2025-06,67283000,22680270,3783000,6,78,16,40819730,101
10000225,2025-01,313644000,38193768,5947000,25,88,36,269503232,150
10000225,2025-02,177594530,30802044,9288000,13,69,12,137504486,94
10000225,2025-03,133259496,46073000,5442510,15,80,28,81743986,123
10000225,2025-04,88618000,7764061,2830987,15,57,10,78022952,85
10000225,2025-05,86161623,22150725,4255442,9,40,13,59755456,62
10000225,2025-06,112853000,23961177,8331000,10,77,25,80560823,112
10000226,2025-01,93130000,3600212,981540,7,61,24,88548248,92
10000226,2025-02,15044000,10265000,5269000,3,72,30,-490000,105
10000226,2025-03,135283446,35660598,10799168,12,82,21,88823680,115
10000226,2025-04,117295000,10902171,1977302,13,58,24,104415527,95
10000226,2025-05,163928000,79725048,5364000,14,65,15,78838952,95
10000226,2025-06,145623000,18827520,1530000,12,59,13,125265480,84
10000227,2025-01,86595000,36777674,10311000,8,47,14,39506326,69
10000227,2025-02,171850000,40843000,9327000,13,61,14,121680000,88
10000227,2025-03,154631000,22567912,7131000,16,56,24,124932088,96
10000227,2025-04,110112000,42996858,2865000,9,49,19,64250142,77
10000227,2025-05,43539768,5471854,2088518,4,63,28,35979396,97
10000227,2025-06,161881000,25768805,4451000,19,44,15,131661195,78
10000228,2025-01,259574000,61021173,9242000,17,92,21,189310827,130
10000228,2025-02,76324000,18072000,2115000,6,40,12,56137000,58
10000228,2025-03,142514000,28884259,9262000,12,77,29,104367741,118
10000228,2025-04,118330000,55846295,9749000,13,59,14,52734705,86
10000228,2025-05,98490630,15214811,5947604,13,50,18,77328215,81
10000228,2025-06,256211000,31197000,22602064,19,46,33,202411936,98
10000229,2025-01,153137000,52423233,7215000,16,97,24,93498767,137
10000229,2025-02,150374000,33925125,2024000,16,60,15,114424875,91
10000229,2025-03,298906752,39912684,5629000,24,54,15,253365068,93
10000229,2025-04,168089000,37576000,15438408,11,69,31,115074592,111
10000229,2025-05,56273000,55558957,1606000,8,105,17,-891957,130
10000229,2025-06,105728340,77853466,10008000,12,76,15,17866874,103
10000230,2025-01,67794000,11000973,2378902,6,103,28,54414125,137
10000230,2025-02,56110000,18218302,1879887,14,73,18,36011811,105
10000230,2025-03,103322000,33791353,3455826,7,89,15,66074821,111
10000230,2025-04,82557280,30774400,3723000,13,69,20,48059880,102
10000230,2025-05,81059000,15827977,5928698,11,61,24,59302325,97
10000230,2025-06,57620000,19842901,2262000,9,99,22,35515099,130
10000231,2025-01,173117000,13901000,1192000,18,57,8,158024000,84
10000231,2025-02,260689000,64550000,8683000,14,61,11,187456000,86
10000231,2025-03,120335000,77782526,7825222,11,90,21,34727252,122
10000231,2025-04,166275000,66665812,8107765,14,69,13,91501423,96
10000231,2025-05,195491000,38567102,15636649,17,38,16,141287249,71
10000231,2025-06,113562000,72084000,11273864,10,70,24,30204136,104
10000232,2025-01,96822808,10874812,8186024,7,70,21,77761972,99
10000232,2025-02,163153000,62760502,7550000,14,77,13,92842498,104
10000232,2025-03,152266000,103519052,10469146,21,79,25,38277802,125
10000232,2025-04,95811148,37377975,9542040,10,90,28,48891133,128
10000232,2025-05,62367000,52463046,6115000,8,84,25,3788954,117
10000232,2025-06,107931000,86896382,20157796,9,96,36,876822,141
10000233,2025-01,127318000,57501757,6439000,13,67,22,63377243,102
10000233,2025-02,44133000,55299253,4742637,6,65,15,-15908890,86
10000233,2025-03,143814000,36256000,2550000,11,89,20,105008000,120
10000233,2025-04,111870000,40741000,3574000,10,80,17,67555000,107
10000233,2025-05,89893000,16141360,4842000,11,61,20,68909640,92
10000233,2025-06,100014468,47374045,15266000,11,68,46,37374423,125
10000234,2025-01,145750000,29749881,13491313,11,100,35,102508806,146
10000234,2025-02,154027000,32336194,4861051,15,74,18,116829755,108
10000234,2025-03,53674000,10333436,2318000,6,43,13,41022564,62
10000234,2025-04,116118000,29686607,3240000,14,103,22,83191393,139
10000234,2025-05,80991000,36571037,3928000,11,55,15,40491963,82
10000234,2025-06,246025000,31000000,9742126,25,66,21,205282874,112
10000235,2025-01,173350225,63733529,5490000,19,99,17,104126696,135
10000235,2025-02,104191256,52131048,11245346,8,56,12,40814862,76
10000235,2025-03,150661000,15305729,8584000,14,57,23,126771271,94
10000235,2025-04,17425000,14004896,1880000,3,57,11,1540104,71
10000235,2025-05,79259000,10958649,3409192,10,67,25,64891159,102
10000235,2025-06,128595000,70903598,6697000,10,54,16,50994402,80
10000236,2025-01,161367803,55965892,8330000,15,86,25,97071911,126
10000236,2025-02,114608000,12845093,6832000,17,64,26,94930907,107
10000236,2025-03,154276000,44494116,10026167,13,59,16,99755717,88
10000236,2025-04,128662000,13487708,3080000,11,47,12,112094292,70
10000236,2025-05,52380000,5495390,432000,5,44,12,46452610,61
10000236,2025-06,76552000,23940970,4359118,9,88,27,48251912,124
10000237,2025-01,104808000,14684788,962000,12,72,21,89161212,105
10000237,2025-02,85746000,41313168,3681000,13,42,11,40751832,66
10000237,2025-03,185910050,94660352,9300736,17,81,15,81948962,113
10000237,2025-04,90498000,6563000,6055000,11,49,19,77880000,79
10000237,2025-05,135279855,21646530,2808420,18,48,11,110824905,77
10000237,2025-06,203578000,17600887,1642000,17,62,15,184335113,94
10000238,2025-01,119182011,8301000,3198316,13,67,27,107682695,107
10000238,2025-02,42055000,35758615,20122880,4,69,38,-13826495,111
10000238,2025-03,173742074,33371284,3484000,16,98,21,136886790,135
10000238,2025-04,8533000,17764536,2305388,1,72,18,-11536924,91
10000238,2025-05,71222000,16075874,481000,7,51,16,54665126,75
10000238,2025-06,128552000,20096000,332000,15,51,7,108124000,73
10000239,2025-01,139330376,35659000,5100000,17,50,15,98571376,82
10000239,2025-02,171743000,30447000,12867856,16,44,16,128428144,76
10000239,2025-03,143054106,60761264,2791000,12,74,7,79501842,93
10000239,2025-04,150811000,30913821,8128000,15,76,31,111769179,122
10000239,2025-05,18265000,12087140,870427,2,77,16,5307433,95
10000239,2025-06,138203000,16555230,7790000,15,60,29,113857770,104
10000240,2025-01,91955933,16620610,2441000,16,65,14,72894323,95
10000240,2025-02,41572000,29417000,3841000,7,55,24,8314000,86
10000240,2025-03,106412000,27699000,5128000,8,87,21,73585000,116
10000240,2025-04,204130000,24925066,5312135,17,61,9,173892799,87
10000240,2025-05,200959908,47437138,5265000,19,54,10,148257770,83
10000240,2025-06,221021000,12154848,5152126,20,58,27,203714026,105
10000241,2025-01,76478000,12657641,1281000,8,70,10,62539359,88
10000241,2025-02,115043000,12312707,6841264,11,44,16,95889029,71
10000241,2025-03,289879658,54144375,15234000,27,74,32,220501283,133
10000241,2025-04,44900000,20539301,13592000,3,53,22,10768699,78
10000241,2025-05,172617000,33353890,6810000,14,70,28,132453110,112
10000241,2025-06,44265000,18409937,3915000,4,67,16,21940063,87
10000242,2025-01,142409000,36666000,18434000,16,50,13,87309000,79
10000242,2025-02,93088000,8109590,8286000,7,62,32,76692410,101
10000242,2025-03,198857940,57702232,5836000,20,95,15,135319708,132
10000242,2025-04,80574000,32312686,4185000,12,57,21,44076314,90
10000242,2025-05,142136000,17805784,4646305,8,70,22,119683911,100
10000242,2025-06,157894000,12485150,5297000,17,75,13,140111850,105
10000243,2025-01,151455744,74295255,12003280,21,101,28,65157209,150
10000243,2025-02,90802000,6689312,1285631,15,51,13,82827057,79
10000243,2025-03,119999689,60703926,7081000,12,83,16,52214763,111
10000243,2025-04,56075000,51934436,9600000,4,58,8,-5459436,70
10000243,2025-05,113874582,36947787,2319000,10,94,14,74607795,118
10000243,2025-06,124805796,50516060,6415036,13,52,8,67874700,73
10000244,2025-01,43181000,32294184,5895116,5,103,30,4991700,138
10000244,2025-02,61330000,15757328,4021000,8,40,15,41551672,63
10000244,2025-03,127850027,67116634,10695000,16,89,18,50038393,123
10000244,2025-04,51895000,31038802,6403000,7,66,16,14453198,89
10000244,2025-05,178081186,52016616,6696000,19,67,12,119368570,98
10000244,2025-06,216393000,53885635,6229746,16,90,27,156277619,133
10000245,2025-01,45808000,20594862,1934000,6,75,16,23279138,97
10000245,2025-02,182082000,69090000,7727000,11,60,12,105265000,83
10000245,2025-03,215752000,27218500,4702021,19,67,26,183831479,112
10000245,2025-04,31657638,9666042,2104018,6,58,19,19887578,83
10000245,2025-05,96098000,26539585,5610000,11,81,15,63948415,107
10000245,2025-06,66608000,23668233,4770033,5,74,25,38169734,104
10000246,2025-01,110222000,6777845,851284,15,71,12,102592871,98
10000246,2025-02,178608000,29263538,4990000,22,76,12,144354462,110
10000246,2025-03,80488450,16561927,4107816,11,78,21,59818707,110
10000246,2025-04,36438000,28759360,4060000,3,71,14,3618640,89
10000246,2025-05,248144759,28283464,12668000,20,65,33,207193295,118
10000246,2025-06,173378134,76398845,11958000,14,94,30,85021289,138
10000247,2025-01,89087000,4744894,323000,13,82,6,84019106,101
10000247,2025-02,145648000,21444252,3310638,13,72,21,120893110,106
10000247,2025-03,60652847,10286000,5657000,7,53,33,44709847,93
10000247,2025-04,47209000,19087026,3912911,7,74,19,24209063,100
10000247,2025-05,67105610,13791697,2310000,5,49,19,51003913,73
10000247,2025-06,150553000,28248349,5669997,18,61,22,116634654,101
10000248,2025-01,68240698,9582311,1053000,8,57,15,57605387,80
10000248,2025-02,67659000,17659000,2685000,6,51,10,47315000,67
10000248,2025-03,161785000,19127210,5215000,19,42,17,137442790,78
10000248,2025-04,118861000,72950000,14642476,17,51,13,31268524,81
10000248,2025-05,133588223,11220683,986000,12,58,11,121381540,81
10000248,2025-06,228440000,67498880,11377598,17,63,15,149563522,95
10000249,2025-01,212848002,47121245,9728000,10,64,22,155998757,96
10000249,2025-02,16270000,22125847,4761559,1,78,25,-10617406,104
10000249,2025-03,168096757,40864000,7059963,18,80,24,120172794,122
10000249,2025-04,164166000,27664346,7535000,20,97,28,128966654,147
10000249,2025-05,154738000,2145158,350000,16,42,14,152242842,72
10000249,2025-06,87661000,31348200,3894000,13,72,22,52418800,107
10000250,2025-01,138093000,52982244,11789727,11,71,31,73321029,114
10000250,2025-02,113370342,34996108,5447540,14,82,19,72926694,117
10000250,2025-03,227276000,25736479,4801000,20,57,12,196738521,89
10000250,2025-04,109416000,8603052,698958,10,61,14,100113990,85
10000250,2025-05,46343000,12040000,2454092,7,51,13,31848908,71
10000250,2025-06,120644000,66361833,15517991,12,91,22,38764176,125
10000251,2025-01,58198000,27143516,3575000,5,89,19,27479484,113
10000251,2025-02,42713000,6293610,4215000,7,65,40,32204390,115
10000251,2025-03,88209000,47272657,3221000,9,67,18,37715343,94
10000251,2025-04,100106000,5567928,1250802,10,63,15,93287270,88
10000251,2025-05,160907026,30849260,4296000,16,59,16,125761766,91
10000251,2025-06,163376530,32583000,5133000,18,84,23,125660530,125
10000252,2025-01,183838000,51151894,8025000,22,95,35,124661106,152
10000252,2025-02,57587818,8880349,987000,7,62,17,47720469,86
10000252,2025-03,47463000,51770000,11374938,5,75,15,-15681938,95
10000252,2025-04,118671000,12359719,1683309,9,43,14,104627972,66
10000252,2025-05,121282000,17984219,4216012,14,66,13,99081769,93
10000252,2025-06,141811368,43732010,4178000,9,40,10,93901358,59
10000253,2025-01,92850000,17577931,6863000,10,71,39,68409069,120
10000253,2025-02,152523000,8860564,373000,16,51,6,143289436,73
10000253,2025-03,185052000,62288945,3451000,15,79,15,119312055,109
10000253,2025-04,135037307,42763053,3988000,17,57,8,88286254,82
10000253,2025-05,95118000,35988284,9173000,10,67,24,49956716,101
10000253,2025-06,67445000,18883000,1992000,7,108,18,46570000,135
10000254,2025-01,132889294,44336164,3118000,9,68,12,85435130,89
10000254,2025-02,65369000,44266489,7394000,6,60,6,13708511,72
10000254,2025-03,106692000,42695277,4033504,12,58,30,59963219,100
10000254,2025-04,152216000,35455459,10052634,13,80,19,106707907,112
10000254,2025-05,192547000,52198892,4307000,14,80,14,136041108,108
10000254,2025-06,36653000,40071000,7737338,4,54,16,-11155338,74
10000255,2025-01,160597000,64058968,6083000,19,96,17,90455032,132
10000255,2025-02,128322000,50566741,9629000,10,82,18,68126259,110
10000255,2025-03,57137023,11395494,3213000,7,87,22,42528529,116
10000255,2025-04,31502000,18648976,9709000,4,48,17,3144024,69
10000255,2025-05,53350000,9457988,2026664,3,77,20,41865348,101
10000255,2025-06,196609139,51631862,6461000,23,83,22,138516277,128
10000256,2025-01,156733000,26158554,9548880,13,77,29,121025566,119
10000256,2025-02,34839395,49766145,10776000,5,69,15,-25702750,89
10000256,2025-03,138172068,11412006,1953208,8,61,14,124806854,83
10000256,2025-04,164732000,51562529,13473947,9,75,23,99695524,107
10000256,2025-05,64794000,9928778,348000,8,57,12,54517222,78
10000256,2025-06,166599000,47148349,15376000,17,76,22,104074651,115
10000257,2025-01,166337822,39002000,6968000,12,87,14,120367822,113
10000257,2025-02,144324000,56432257,4176000,15,75,10,83715743,100
10000257,2025-03,70496000,11544000,7259000,16,62,21,51693000,99
10000257,2025-04,102895000,20602234,3493448,12,56,20,78799318,90
10000257,2025-05,94193000,54606727,2667000,7,68,8,36919273,83
10000257,2025-06,91256000,50909225,10072000,9,45,25,30274775,79
10000258,2025-01,84306000,18130714,11130614,9,86,30,55044672,127
10000258,2025-02,184566367,58186000,8646000,14,87,15,117734367,116
10000258,2025-03,75088959,36839201,476000,7,82,17,37773758,106
10000258,2025-04,122301060,24922000,2638839,13,66,28,94740221,109
10000258,2025-05,106182000,20021618,7544000,10,62,26,78616382,98
10000258,2025-06,136606000,78483830,17576000,12,87,26,40546170,125
10000259,2025-01,49141000,42178000,10026458,11,73,31,-3063458,115
10000259,2025-02,73914000,24873000,2610062,12,65,17,46430938,94
10000259,2025-03,110490000,12111000,2930214,10,70,14,95448786,94
10000259,2025-04,79843000,19595000,1637753,10,75,9,58610247,95
10000259,2025-05,109917000,28518049,16256000,14,45,15,65142951,74
10000259,2025-06,80883960,67029343,13827000,11,74,27,27617,112
10000260,2025-01,227614000,45060458,14312000,20,80,31,168241542,131
10000260,2025-02,176791000,20825374,2130276,16,60,13,153835350,89
10000260,2025-03,43250000,36778000,10281000,3,87,31,-3809000,121
10000260,2025-04,134759100,49041000,8000000,15,74,16,77718100,107
10000260,2025-05,83576000,7980367,3251000,7,61,18,72344633,87
10000260,2025-06,75578000,21716657,2951000,8,82,19,50910343,109
10000261,2025-01,182154653,43229000,2867000,15,72,16,136058653,104
10000261,2025-02,54575000,9967000,1751000,7,48,13,42857000,68
10000261,2025-03,200406000,52977796,11207866,19,105,22,136220338,147
